Homo_sapiens_HSAP017770_ANAPC1_Apc1,HUMAN17502,100.000,1944,0,0,1,1944,1,1944,0.0,4029
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PANTR28459,99.743,1944,5,0,1,1944,1,1944,0.0,4017
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHLSB04039,99.383,1944,12,0,1,1944,1,1944,0.0,4007
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PAPAN05104,99.331,1944,13,0,1,1944,1,1944,0.0,4007
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PANTR28460,99.126,1945,14,2,1,1944,1,1943,0.0,3982
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CALJA06361,98.405,1944,30,1,1,1944,1,1943,0.0,3969
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PANTR28461,97.892,1945,20,3,1,1944,1,1925,0.0,3925
Homo_sapiens_HSAP017770_ANAPC1_Apc1,FELCA03737,97.274,1944,53,0,1,1944,1,1944,0.0,3923
Homo_sapiens_HSAP017770_ANAPC1_Apc1,HORSE05873,97.171,1944,55,0,1,1944,1,1944,0.0,3922
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MUSPF05472,97.274,1944,53,0,1,1944,1,1944,0.0,3922
Homo_sapiens_HSAP017770_ANAPC1_Apc1,RABIT08361,96.914,1944,60,0,1,1944,1,1944,0.0,3922
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21392,96.862,1944,61,0,1,1944,1,1944,0.0,3912
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHILA17151,94.883,1974,70,1,1,1943,1,1974,0.0,3882
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CANLF05104,96.109,1953,66,4,1,1944,1,1952,0.0,3868
Homo_sapiens_HSAP017770_ANAPC1_Apc1,AILME07555,96.006,1953,64,5,1,1944,1,1948,0.0,3861
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21394,95.576,1944,61,1,1,1944,1,1919,0.0,3848
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHILA17152,96.397,1943,70,0,1,1943,1,1943,0.0,3807
Homo_sapiens_HSAP017770_ANAPC1_Apc1,FUKDA12987,96.348,1944,71,0,1,1944,1,1944,0.0,3807
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TURTR11097,94.907,1944,61,3,1,1944,1,1906,0.0,3803
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MYOLU12992,95.786,1946,79,2,1,1944,1,1945,0.0,3793
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LOXAF07011,95.730,1944,83,0,1,1944,1,1944,0.0,3787
Homo_sapiens_HSAP017770_ANAPC1_Apc1,OTOGA03978,95.216,1944,93,0,1,1944,1,1944,0.0,3751
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CAVPO04440,95.280,1949,84,5,1,1944,1,1946,0.0,3748
Homo_sapiens_HSAP017770_ANAPC1_Apc1,RATNO13640,92.953,1944,137,0,1,1944,1,1944,0.0,3739
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MOUSE27805,92.387,1944,148,0,1,1944,1,1944,0.0,3713
Homo_sapiens_HSAP017770_ANAPC1_Apc1,BOVIN01722,95.084,1953,86,4,1,1944,1,1952,0.0,3697
Homo_sapiens_HSAP017770_ANAPC1_Apc1,SHEEP14121,95.319,1944,90,1,1,1944,1,1943,0.0,3678
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MACMU06518,93.830,1945,112,6,1,1944,1,1938,0.0,3640
Homo_sapiens_HSAP017770_ANAPC1_Apc1,VICPA06518,90.844,1944,62,3,1,1944,1,1828,0.0,3616
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21393,92.798,1944,79,2,1,1944,1,1883,0.0,3599
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21396,96.917,1784,55,0,161,1944,1,1784,0.0,3590
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ICTTR11360,93.297,1820,121,1,126,1944,1,1820,0.0,3428
Homo_sapiens_HSAP017770_ANAPC1_Apc1,SARHA11943,86.872,1950,249,4,1,1944,1,1949,0.0,3424
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21397,95.101,1735,49,1,210,1944,1,1699,0.0,3408
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ANOCA13979,83.667,1947,310,7,1,1943,1,1943,0.0,3340
Homo_sapiens_HSAP017770_ANAPC1_Apc1,NOMLE15240,99.499,1598,8,0,347,1944,1,1598,0.0,3295
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ANAPL01519,86.055,1886,254,4,67,1944,1,1885,0.0,3271
Homo_sapiens_HSAP017770_ANAPC1_Apc1,CHICK08617,81.311,1953,351,7,1,1944,1,1948,0.0,3242
Homo_sapiens_HSAP017770_ANAPC1_Apc1,TAEGU08253,84.224,1908,296,5,40,1944,1,1906,0.0,3228
Homo_sapiens_HSAP017770_ANAPC1_Apc1,MELGA05394,81.871,1881,332,6,71,1944,1,1879,0.0,3145
Homo_sapiens_HSAP017770_ANAPC1_Apc1,XENTR13880,78.539,1957,399,13,1,1944,1,1949,0.0,3114
Homo_sapiens_HSAP017770_ANAPC1_Apc1,FICAL09170,85.274,1786,257,3,164,1944,1,1785,0.0,3030
Homo_sapiens_HSAP017770_ANAPC1_Apc1,LATCH15292,77.261,1869,415,6,1,1861,1,1867,0.0,2977
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PIGXX21395,97.323,1457,39,0,488,1944,1,1457,0.0,2944
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PTEVA03102,91.630,1601,102,6,1,1600,1,1570,0.0,2925
Homo_sapiens_HSAP017770_ANAPC1_Apc1,PTEVA03102,58.095,210,12,2,1735,1944,1572,1705,5.87e-47,194
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DASNO14441,92.495,1439,107,1,505,1942,27,1465,0.0,2754
Homo_sapiens_HSAP017770_ANAPC1_Apc1,ASTMX12940,67.674,1952,600,19,1,1936,1,1937,0.0,2642
Homo_sapiens_HSAP017770_ANAPC1_Apc1,DANRE05885,66.615,1950,594,20,1,1927,1,1916,0.0,2610
